country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022
Mozambique,25,78729717,37162149,36793727,583188,67116,118485,89852,122448,169139,190151,155629,228534,241390,213992,164627,153799,180371,219313,199477,275357,401369,194206,262799,259870,311697,268386
Mozambique,30,78729717,28917947,26973824,583188,60937,106658,79644,107726,150558,172224,138493,204760,217493,194545,150242,139946,162656,200501,181387,250553,359011,172398,235658,232509,278039,237826
Mozambique,50,78729717,10493860,10327866,583188,32412,52748,39467,47747,70115,87727,66061,103213,110324,100481,82075,72498,86620,112660,99132,140319,182283,83657,114878,112070,137454,116315
Mozambique,75,78729717,341593,728413,583188,2495,2708,1826,1983,3296,4357,3838,6498,6381,6514,5705,4882,4204,3843,3856,6096,9606,2721,3725,2585,2815,3162
Myanmar,0,66929667,66929667,66929667,636627,47211,69563,80754,107008,95456,134781,153253,125030,225208,175839,143858,249250,289878,390730,340669,425040,406910,329500,369283,366278,356724,308432
Myanmar,10,66929667,45085313,43312441,636627,45892,67753,78872,104501,93540,130925,149636,121882,220298,172724,138805,232861,260994,349412,307565,380891,360721,293350,326251,326096,319539,274277
Myanmar,15,66929667,44222744,42354232,636627,45547,67223,78344,103798,93017,129821,148662,121010,218967,171809,137781,230241,256719,343508,303010,374839,354329,288395,320476,320597,314315,269719
Myanmar,20,66929667,43930177,42046595,636627,45355,66919,78039,103381,92720,129169,148116,120555,218266,171293,137256,229006,254676,340776,300913,372238,351706,286380,318193,318358,312199,267868
Myanmar,25,66929667,43580440,41552520,636627,45054,66501,77631,102754,92258,128295,147340,119886,217287,170644,136538,227427,252271,337669,298344,369082,348557,283912,315405,315727,309712,265677
Myanmar,30,66929667,42863374,40919357,636627,44804,66120,77224,102186,91847,127464,146598,119216,216306,169913,135716,225189,248186,331445,293305,362552,341845,278709,309418,310005,304152,260938
Myanmar,50,66929667,39793697,37223918,636627,42344,62065,72737,95856,87217,117618,137944,111841,204580,161506,128114,207731,225984,300048,267558,330841,310081,253658,281018,282945,278037,238172
Myanmar,75,66929667,27445688,25076226,636627,30845,43383,50904,67564,65641,76251,96032,76915,143235,116874,91205,135281,131768,171056,160194,203210,184017,150074,165149,171259,168368,144805
Namibia,0,82385622,82385622,82385622,15114,2331,739,1927,978,893,413,1725,636,1436,462,801,655,974,1115,246,213,1334,1151,666,527,1441,854
Namibia,10,82385622,1583839,2466253,15114,1658,534,1420,775,816,365,1537,578,1340,432,721,459,442,493,179,172,1055,952,546,407,1088,675
Namibia,15,82385622,247025,323912,15114,1320,468,1188,599,615,254,992,411,978,314,540,281,129,165,97,66,322,286,229,118,310,250
Namibia,20,82385622,19646,7200,15114,696,219,459,192,207,64,270,119,316,98,190,107,12,20,9,8,23,35,18,9,26,22
Namibia,25,82385622,12578,4907,15114,628,187,406,146,157,48,204,87,238,71,150,83,9,15,5,5,16,27,9,6,17,12
Namibia,30,82385622,3835,685,15114,418,108,209,61,64,17,80,34,85,27,71,26,2,4,0,1,2,8,2,1,4,1
Namibia,50,82385622,571,47,15114,148,36,101,27,5,4,8,2,4,2,7,2,0,0,0,0,0,0,0,0,0,0
Namibia,75,82385622,52,6,15114,23,7,9,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nauru,0,2215,2215,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,10,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,15,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,20,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,25,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,30,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,50,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,75,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,14766250,14766250,14766250,174008,1706,2421,2582,3242,3250,3710,4164,3635,6743,3067,3200,6050,1490,1877,1132,1963,3616,2955,3601,4355,5066,3815
Nepal,10,14766250,5599956,5437868,174008,1594,2226,2398,2659,2891,3399,3655,3144,5833,2522,2923,5292,948,1308,694,1169,2600,1872,2310,2549,3100,2275
Nepal,15,14766250,5421026,5173844,174008,1571,2191,2353,2589,2843,3348,3585,3091,5734,2452,2878,5192,909,1254,632,1083,2521,1792,2213,2419,2953,2159
Nepal,20,14766250,5366019,5132616,174008,1555,2163,2327,2540,2792,3306,3527,3034,5592,2402,2853,5127,892,1233,621,1068,2496,1773,2193,2389,2923,2137
Nepal,25,14766250,5301045,4937807,174008,1533,2140,2306,2497,2771,3276,3488,3008,5550,2368,2830,5084,876,1211,609,1049,2474,1743,2159,2343,2876,2106
Nepal,30,14766250,5161041,4801740,174008,1523,2129,2292,2480,2758,3255,3466,2992,5524,2348,2816,5045,835,1162,579,999,2394,1672,2087,2233,2753,2022
Nepal,50,14766250,4308185,3547665,174008,1313,1824,1913,1893,2308,2658,2822,2415,4551,1808,2446,4309,671,925,503,832,2042,1399,1766,1865,2330,1705
Nepal,75,14766250,2131920,1707536,174008,889,1279,1215,1016,1578,1571,1826,1453,2995,1053,1701,2980,297,409,246,399,1006,613,789,842,1096,802
Netherlands,0,3766566,3766566,3766566,60819,769,867,328,1344,1544,1544,1708,1202,1664,3493,1194,997,636,997,973,1637,1788,1496,2771,2195,2810,1408
Netherlands,10,3766566,751844,863133,60819,745,839,315,1313,1493,1502,1664,1167,1587,3443,1169,954,533,906,915,1452,1400,1348,2577,1987,2536,1243
Netherlands,15,3766566,681541,787295,60819,742,833,313,1308,1483,1493,1652,1160,1572,3427,1162,951,526,898,908,1440,1379,1326,2554,1968,2512,1228
Netherlands,20,3766566,657430,775046,60819,740,829,311,1304,1479,1491,1651,1157,1569,3423,1159,949,522,892,904,1430,1366,1309,2538,1956,2497,1215
Netherlands,25,3766566,623886,746121,60819,738,828,311,1301,1476,1488,1648,1155,1566,3416,1158,948,518,884,900,1420,1351,1290,2510,1939,2477,1201
Netherlands,30,3766566,593052,710846,60819,736,825,310,1297,1472,1482,1646,1151,1559,3403,1155,947,514,875,894,1407,1333,1271,2481,1922,2457,1186
Netherlands,50,3766566,473967,546956,60819,701,760,292,1203,1388,1409,1604,1097,1493,3247,1115,923,487,812,851,1312,1212,1136,2276,1770,2315,1090
Netherlands,75,3766566,285065,278241,60819,574,594,231,854,1042,1111,1351,874,1181,2533,921,808,363,583,624,935,838,796,1612,1279,1790,782
New Caledonia,0,1882559,1882559,1882559,1855,766,750,940,1614,1519,2196,1060,547,1115,619,786,1009,3151,2459,560,1464,1295,3289,895,4398,706,404
New Caledonia,10,1882559,1597789,1575341,1855,745,708,924,1585,1507,2183,1036,540,1071,603,749,921,2706,2286,525,1404,1226,3199,861,4257,687,390
New Caledonia,15,1882559,1570238,1552710,1855,742,705,922,1581,1505,2182,1030,539,1064,600,747,914,2667,2267,524,1398,1221,3189,858,4242,685,388
New Caledonia,20,1882559,1501658,1461383,1855,717,655,901,1540,1490,2161,998,527,1006,567,726,868,2469,2160,507,1368,1191,3144,838,4176,672,383
New Caledonia,25,1882559,1481553,1433542,1855,713,648,898,1532,1486,2155,994,526,1000,563,722,859,2406,2125,500,1355,1182,3125,832,4145,668,380
New Caledonia,30,1882559,1440331,1397592,1855,698,627,884,1510,1472,2135,975,522,976,550,709,838,2282,2050,486,1324,1160,3069,812,4066,656,374
New Caledonia,50,1882559,1051341,998499,1855,548,431,680,1166,1265,1741,796,455,772,443,569,641,1045,914,245,712,761,1786,445,2774,457,237
New Caledonia,75,1882559,725321,767328,1855,348,232,428,671,796,978,461,292,422,266,379,447,306,256,81,243,339,688,174,1280,233,78
New Zealand,0,26716575,26716575,26716575,434875,50779,63421,45007,60867,52806,61934,62934,61602,59816,56332,60392,71442,87684,88899,68612,88001,84206,88541,79643,69991,79557,73379
New Zealand,10,26716575,11576930,11944928,434875,50599,63283,44848,60732,52587,61732,62713,61424,59657,56170,60005,69683,78162,80205,64439,81078,75689,80104,72179,61852,67501,59913
New Zealand,15,26716575,11497830,11858616,434875,50593,63279,44845,60729,52584,61728,62707,61420,59652,56166,59999,69664,78093,80125,64391,80988,75593,80034,72109,61776,67401,59808
New Zealand,20,26716575,11418538,11683599,434875,50578,63265,44831,60714,52560,61709,62686,61404,59641,56153,59983,69612,77898,79862,64260,80783,75349,79757,71882,61488,67006,59357
New Zealand,25,26716575,11357707,11607741,434875,50561,63254,44822,60703,52547,61698,62672,61393,59630,56144,59969,69570,77764,79703,64159,80609,75155,79557,71704,61282,66725,59048
New Zealand,30,26716575,11255743,11432790,434875,50528,63228,44798,60681,52519,61672,62643,61372,59613,56122,59943,69499,77542,79410,64003,80359,74884,79228,71431,60925,66243,58515
New Zealand,50,26716575,10796210,10604408,434875,50331,63051,44662,60492,52302,61488,62442,61204,59496,55980,59788,69060,76153,77952,63120,78928,73256,77498,69870,59142,63867,55968
New Zealand,75,26716575,9368301,9329249,434875,49101,61915,43771,59287,50955,60193,61016,60136,58679,55182,58797,67206,71695,73273,59653,72833,67265,71674,64554,53877,57301,48911
Nicaragua,0,12821978,12821978,12821978,142445,45024,54939,47937,21519,97074,39427,89714,54737,83940,216210,43736,34634,46397,79941,37470,153366,215587,74325,80736,114132,93942,50920
Nicaragua,10,12821978,8389069,8242517,142445,44560,54592,47458,21275,96161,39138,89118,54269,83536,214483,43496,34029,44626,76728,35998,144930,212822,72140,78627,112014,92335,49488
Nicaragua,15,12821978,8211341,7994609,142445,44458,54503,47347,21229,95930,39080,88975,54169,83440,214036,43448,33961,44457,76352,35840,144032,212391,71854,78338,111771,92159,49312
Nicaragua,20,12821978,8037770,7920519,142445,44336,54402,47222,21177,95663,39010,88814,54054,83331,213528,43400,33874,44274,76002,35693,143312,212050,71628,78113,111559,92019,49165
Nicaragua,25,12821978,7919893,7781919,142445,44241,54318,47124,21129,95470,38956,88686,53958,83242,213140,43361,33815,44177,75818,35624,142964,211900,71527,78003,111448,91947,49096
Nicaragua,30,12821978,7776808,7622239,142445,44110,54194,46964,21065,95150,38875,88500,53814,83097,212520,43290,33723,44038,75563,35524,142444,211681,71375,77848,111303,91851,48987
Nicaragua,50,12821978,7067163,6463052,142445,42313,52957,45108,20205,92448,37745,86377,52205,81744,207513,42756,32764,43206,74085,34947,139836,210390,70495,76872,110376,91304,48353
Nicaragua,75,12821978,5828862,5244171,142445,37547,48709,40034,17808,83459,34705,80302,47577,76849,190759,40756,30231,40983,70155,33433,132030,206179,67759,74048,107056,89666,46460
Niger,0,118366970,118366970,118366970,5782,16,8,8,7,7,4,4,3,4,4,3,52,267,83,22,4,6,15,13,22,24,11
Niger,10,118366970,24300,60503,5782,13,7,7,6,4,2,2,2,2,2,2,15,22,14,2,0,0,4,1,5,2,2
Niger,15,118366970,607,3880,5782,3,4,3,3,1,1,1,1,1,1,0,3,3,1,0,0,0,0,0,0,0,0
Niger,20,118366970,12,220,5782,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Niger,25,118366970,9,127,5782,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,30,118366970,2,48,5782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,50,118366970,0,4,5782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,75,118366970,0,0,5782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,90840998,90840998,90840998,927801,85094,70941,45347,40061,52652,60548,119870,87752,95746,65933,162783,171818,184534,212335,133255,152880,419345,285140,225682,254888,287080,324789
Nigeria,10,90840998,42579111,39372966,927801,84264,69292,44866,37914,51923,59173,116509,85305,94164,64729,160426,164946,161373,200331,127999,150717,412391,279618,220905,249454,278799,314534
Nigeria,15,90840998,26694185,26745518,927801,77291,58914,38696,28429,43786,48419,95350,65984,77982,55574,132071,137885,122165,169707,110944,139798,381060,255488,199088,223503,240767,267313
Nigeria,20,90840998,13974174,15774927,927801,56298,40215,19868,18243,20650,33154,40538,37594,38411,40322,76455,58606,66060,105903,65307,101585,260067,175692,129826,142761,142323,155303
Nigeria,25,90840998,12938577,14556967,927801,53602,38102,18062,17307,18863,31130,36748,34791,34522,38298,68723,51102,61143,98332,59476,95624,241509,164243,120318,132691,132446,144179
Nigeria,30,90840998,10048731,10934411,927801,43386,32347,13381,14644,13280,26168,24573,27471,25290,32782,53891,34971,43435,68637,40928,72189,171045,119822,86895,99200,97193,106189
Nigeria,50,90840998,4725124,4488672,927801,19225,17811,5435,8338,6289,13137,10422,12815,11186,18422,25997,15822,16518,25685,14113,29449,55876,44348,33478,40594,36844,39951
Nigeria,75,90840998,315626,359036,927801,3460,1839,520,677,554,1090,774,995,717,1351,2017,767,232,812,175,379,1324,632,572,1243,955,1329
Norfolk Island,0,4063,4063,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,10,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,15,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,20,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,25,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,30,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,50,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,75,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Korea,0,12275519,12275519,12275519,288492,12498,5792,7762,12379,17908,13777,14277,20039,13842,20079,5795,17979,5662,12333,12180,12300,9314,8274,34177,19213,17695,11150
North Korea,10,12275519,5870702,5862555,288492,12170,5568,7584,11870,17298,13209,13829,19431,13501,19594,5612,17316,5220,11490,11593,11828,8866,7917,29467,15882,14718,9609
North Korea,15,12275519,5607972,5498846,288492,12096,5496,7514,11695,17057,13025,13689,19252,13399,19421,5548,17098,5155,11314,11379,11721,8765,7845,28775,15488,14358,9422
North Korea,20,12275519,5501366,5396088,288492,12036,5449,7468,11574,16900,12805,13557,19111,13319,19309,5515,16986,5132,11245,11285,11680,8725,7823,28517,15330,14219,9342
North Korea,25,12275519,5374485,5190857,288492,11970,5388,7394,11425,16657,12644,13368,18893,13190,19136,5470,16820,5093,11138,11148,11609,8646,7756,28082,15086,13997,9214
North Korea,30,12275519,5196390,4996431,288492,11946,5358,7349,11359,16529,12580,13289,18783,13114,19021,5431,16682,5031,10943,10853,11509,8523,7692,27492,14776,13743,9047
North Korea,50,12275519,4093698,3360822,288492,10504,4396,6085,9314,13040,10596,10893,15611,11005,15914,4656,13865,4366,8951,7356,9947,7267,6597,19580,12192,11605,7701
North Korea,75,12275519,916446,689590,288492,3633,1412,2084,2919,3828,4263,3713,4645,3572,4896,2097,4382,1128,1989,1060,2405,2026,1532,2863,2383,2782,1923
Northern Cyprus,0,331407,331407,331407,1628,20,5,4,28,17,35,27,32,26,24,40,13,46,55,32,45,66,60,37,58,52,873
Northern Cyprus,10,331407,26021,19646,1628,19,4,3,21,7,22,15,24,22,13,20,8,27,39,19,30,38,24,18,24,17,659
Northern Cyprus,15,331407,21836,16245,1628,18,4,3,18,5,18,14,22,21,11,16,6,26,36,18,28,36,22,17,19,7,642
Northern Cyprus,20,331407,20025,15346,1628,18,4,2,17,4,17,13,21,21,10,15,6,24,34,18,28,35,21,16,16,6,626
Northern Cyprus,25,331407,15229,13800,1628,18,4,2,16,4,16,13,20,21,10,15,6,21,31,17,27,34,20,15,11,3,569
Northern Cyprus,30,331407,12307,13071,1628,18,3,2,15,4,16,13,20,21,10,14,6,16,28,15,22,28,18,13,6,3,527
Northern Cyprus,50,331407,7631,5233,1628,14,2,1,9,1,11,9,17,19,7,9,3,11,22,12,19,21,15,11,4,2,370
Northern Cyprus,75,331407,2871,2120,1628,8,0,0,4,0,5,5,12,15,4,6,1,3,5,3,6,7,6,4,1,1,82
Norway,0,32512221,32512221,32512221,476523,22565,26815,14918,34056,25064,40878,31991,33979,23447,40286,32914,30316,34502,40501,37661,63114,60622,63518,67237,71836,66630,70135
Norway,10,32512221,12814180,14991707,476523,22497,26696,14855,33899,24998,40763,31922,33889,23372,40187,32809,30062,33357,39461,36876,60634,58463,59882,65263,69015,64478,67880
Norway,15,32512221,12248940,14173813,476523,22471,26669,14839,33839,24970,40717,31889,33861,23349,40161,32790,30010,33222,39320,36776,60392,58228,59580,65057,68729,64233,67624
Norway,20,32512221,12155489,13989520,476523,22459,26653,14827,33816,24953,40694,31866,33846,23333,40144,32784,29995,33197,39286,36747,60329,58164,59499,65000,68655,64172,67561
Norway,25,32512221,11977755,13528484,476523,22454,26646,14821,33765,24933,40669,31852,33830,23325,40137,32779,29979,33143,39228,36695,60226,58060,59396,64916,68543,64080,67466
Norway,30,32512221,11739522,13054563,476523,22446,26636,14817,33742,24919,40649,31841,33815,23317,40129,32769,29947,33069,39149,36639,60082,57917,59220,64784,68363,63937,67306
Norway,50,32512221,9807527,10628756,476523,22172,26362,14664,33071,24617,40118,31578,33545,23108,39864,32610,29537,32067,38071,35712,58147,55990,57172,63036,66025,61982,65261
Norway,75,32512221,6246634,6739140,476523,20159,24297,13648,30196,23085,37190,29742,31757,21836,37762,31474,27843,26979,32175,30723,48681,46465,47355,52959,53566,51277,54473
Oman,0,30933274,30933274,30933274,1548,4,1,0,3,3,3,5,15,3,1,12,18,15,7,0,0,0,0,0,0,0,0
Oman,10,30933274,1226,632,1548,1,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Oman,15,30933274,186,211,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,20,30933274,13,3,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,25,30933274,2,1,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,30,30933274,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,50,30933274,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,75,30933274,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,87417631,87417631,87417631,133481,238,357,695,1250,1025,1437,1243,1163,1071,785,515,368,246,181,5,0,245,127,139,135,117,99
Pakistan,10,87417631,1629949,1001692,133481,221,335,659,1193,971,1374,1156,1082,966,739,476,258,79,49,4,0,210,87,98,92,78,64
Pakistan,15,87417631,1291322,850660,133481,220,332,654,1180,959,1363,1144,1070,938,733,471,251,70,45,3,0,201,83,92,82,73,58
Pakistan,20,87417631,1222965,821213,133481,219,327,649,1173,952,1353,1133,1060,930,727,468,248,67,43,3,0,200,80,90,81,71,55
Pakistan,25,87417631,1074605,672891,133481,218,326,644,1170,949,1347,1125,1056,924,722,465,243,64,41,3,0,197,79,86,75,67,52
Pakistan,30,87417631,978656,648196,133481,218,325,642,1168,948,1345,1123,1054,921,720,463,239,60,39,2,0,190,76,81,69,63,49
Pakistan,50,87417631,666940,370582,133481,196,278,563,1046,828,1190,990,932,815,658,417,200,33,25,2,0,154,60,65,55,46,33
Pakistan,75,87417631,334858,164083,133481,116,179,354,585,422,631,505,538,439,421,272,134,11,10,0,0,76,21,28,21,13,16
Palau,0,48743,48743,48743,135,52,76,18,30,44,35,91,65,30,33,31,28,24,100,0,0,0,4,10,22,4,11
Palau,10,48743,42197,41361,135,52,75,18,30,44,35,91,65,30,33,31,28,22,95,0,0,0,4,9,18,3,10
Palau,15,48743,41861,41030,135,52,75,18,30,44,35,91,65,30,33,31,28,22,95,0,0,0,4,9,18,3,9
Palau,20,48743,41642,40933,135,52,75,18,30,44,35,91,65,30,33,31,28,21,95,0,0,0,4,9,17,3,9
Palau,25,48743,41527,40769,135,52,75,18,30,43,35,91,65,30,33,31,28,21,94,0,0,0,4,9,17,3,9
Palau,30,48743,41263,40557,135,52,75,18,30,43,35,91,65,30,33,31,28,21,94,0,0,0,4,9,16,3,9
Palau,50,48743,40143,38627,135,52,75,17,29,43,35,90,64,30,33,31,28,21,92,0,0,0,4,8,14,3,9
Palau,75,48743,37422,36292,135,49,72,16,26,41,33,84,61,29,30,29,26,18,86,0,0,0,4,8,10,3,8
Palestina,0,621997,621997,621997,1697,9,9,8,14,6,8,6,5,6,9,3,10,30,22,2,2,11,5,1,2,0,0
Palestina,10,621997,1652,1738,1697,4,3,2,3,1,3,2,3,2,3,1,2,1,4,0,0,4,3,0,1,0,0
Palestina,15,621997,1257,1262,1697,3,3,2,2,1,2,2,3,2,2,0,1,1,3,0,0,4,3,0,1,0,0
Palestina,20,621997,1134,1187,1697,2,3,2,2,0,1,2,3,1,1,0,1,1,3,0,0,3,2,0,1,0,0
Palestina,25,621997,732,929,1697,2,2,2,1,0,1,1,3,1,1,0,0,0,1,0,0,2,2,0,0,0,0
Palestina,30,621997,615,854,1697,2,2,1,1,0,1,1,3,1,1,0,0,0,1,0,0,2,2,0,0,0,0
Palestina,50,621997,273,223,1697,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Palestina,75,621997,73,93,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,7510420,7510420,7510420,84109,18482,19514,11466,17071,12540,34931,20944,40651,37698,15539,23366,17543,14787,15181,11087,18024,32890,29970,36875,29364,26413,18703
Panama,10,7510420,5942134,5741542,84109,18368,19341,11369,16950,12439,34592,20781,40260,37306,15472,23219,17189,14217,14279,10700,17549,31543,28634,34888,27952,25017,17771
Panama,15,7510420,5871667,5676857,84109,18342,19308,11350,16926,12419,34531,20748,40193,37228,15457,23191,17150,14165,14211,10655,17466,31328,28411,34589,27738,24819,17630
Panama,20,7510420,5807150,5652680,84109,18311,19265,11325,16893,12397,34462,20710,40107,37130,15439,23161,17113,14113,14141,10616,17401,31149,28226,34354,27565,24649,17514
Panama,25,7510420,5763631,5608537,84109,18289,19239,11308,16870,12380,34404,20683,40041,37058,15426,23139,17086,14085,14103,10592,17371,31057,28130,34226,27477,24557,17453
Panama,30,7510420,5700500,5545904,84109,18264,19200,11283,16836,12349,34323,20645,39945,36947,15403,23104,17044,14041,14035,10554,17317,30879,27961,33994,27314,24390,17327
Panama,50,7510420,5454717,5177449,84109,17873,18717,10991,16434,12067,33355,20139,38950,35784,15203,22743,16656,13803,13700,10343,17023,29977,27099,32787,26500,23575,16752
Panama,75,7510420,4969310,4711885,84109,16266,16315,9645,14720,11081,29276,17796,35165,31528,14332,21239,15161,13058,12652,9638,16073,27072,24320,29106,23896,21124,15011
Papua New Guinea,0,46363061,46363061,46363061,266145,36303,54849,31915,58920,39186,56742,49359,71368,49415,69053,53424,73939,59128,108912,186089,182579,121768,120276,97786,80859,79116,148513
Papua New Guinea,10,46363061,43690475,43703326,266145,36078,54684,31851,58500,39081,56493,49245,71163,49295,68860,53152,73483,57236,106335,182073,179104,118530,118464,95749,78948,77127,143162
Papua New Guinea,15,46363061,43410033,43381387,266145,36054,54646,31833,58436,39059,56457,49217,71122,49266,68826,53113,73433,57054,106137,181735,178793,118250,118313,95578,78786,76971,142835
