country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022
El Salvador,10,2042273,1127099,1003535,14647,9672,4772,6097,4643,5983,4700,3035,3379,4351,2922,3296,2599,2211,2508,2545,5937,4982,2821,2371,2304,1557,1712
El Salvador,15,2042273,1092797,994258,14647,9628,4747,6075,4622,5959,4682,3024,3366,4335,2911,3283,2586,2177,2468,2509,5889,4929,2790,2341,2279,1542,1689
El Salvador,20,2042273,1052471,981802,14647,9575,4714,6036,4597,5930,4651,3009,3351,4315,2897,3267,2567,2128,2410,2463,5832,4859,2755,2303,2251,1521,1669
El Salvador,25,2042273,1024833,947741,14647,9541,4691,6010,4576,5906,4627,2998,3339,4301,2887,3257,2555,2099,2375,2433,5796,4816,2734,2280,2233,1507,1653
El Salvador,30,2042273,988823,921958,14647,9499,4667,5984,4555,5881,4604,2984,3325,4284,2873,3242,2536,2053,2320,2389,5744,4746,2704,2249,2208,1489,1632
El Salvador,50,2042273,801729,758047,14647,8601,4137,5322,4088,5344,4007,2682,3022,3904,2608,3009,2313,1718,1877,2052,5233,4165,2425,1986,2007,1337,1476
El Salvador,75,2042273,470781,547683,14647,4004,2480,2697,2576,3048,2353,1752,1839,2397,1623,1973,1500,945,933,1232,4081,2837,1746,1385,1502,973,1108
Equatorial Guinea,0,2695935,2695935,2695935,5167,3600,2994,1976,426,1618,1272,3210,4878,5723,6655,7770,4993,7370,19381,7516,9601,12012,7889,9584,4920,9005,7835
Equatorial Guinea,10,2695935,2667095,2658581,5167,3599,2994,1974,426,1617,1271,3209,4875,5722,6653,7767,4991,7355,19362,7510,9590,12000,7884,9575,4910,8973,7816
Equatorial Guinea,15,2695935,2664657,2652282,5167,3598,2993,1974,426,1616,1270,3203,4867,5719,6647,7755,4986,7349,19343,7505,9584,11990,7876,9567,4904,8967,7808
Equatorial Guinea,20,2695935,2659671,2641685,5167,3593,2991,1969,424,1613,1264,3178,4850,5707,6623,7737,4971,7323,19285,7490,9567,11966,7854,9549,4890,8945,7786
Equatorial Guinea,25,2695935,2658360,2638384,5167,3591,2991,1969,424,1612,1262,3169,4844,5703,6616,7730,4967,7316,19272,7485,9562,11959,7847,9545,4886,8938,7781
Equatorial Guinea,30,2695935,2654595,2630328,5167,3585,2986,1961,421,1609,1256,3142,4822,5685,6593,7706,4953,7290,19211,7469,9545,11938,7823,9526,4870,8906,7761
Equatorial Guinea,50,2695935,2633384,2572528,5167,3543,2958,1925,406,1589,1215,2985,4686,5584,6417,7515,4848,7171,18855,7345,9425,11791,7685,9375,4755,8719,7651
Equatorial Guinea,75,2695935,2447617,2056849,5167,3188,2631,1696,314,1326,979,2230,3706,4619,5019,6170,3940,5902,15249,6202,7856,9794,6315,7526,3742,6839,6389
Eritrea,0,12045733,12045733,12045733,10676,7,4,1,3,1,1,5,2,1,2,5,16,20,8,2,2,8,0,1,1,3,6
Eritrea,10,12045733,1421,6208,10676,4,2,0,1,0,0,3,1,1,0,1,4,0,0,0,0,1,0,0,0,0,0
Eritrea,15,12045733,445,1615,10676,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,20,12045733,28,154,10676,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,25,12045733,11,60,10676,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,30,12045733,5,43,10676,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,50,12045733,2,1,10676,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,75,12045733,2,0,10676,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,0,4548974,4548974,4548974,165131,16912,21960,5644,18151,14868,21830,16233,18334,18871,21541,27236,17763,17431,24047,25860,37304,40006,41113,47117,38217,35312,40711
Estonia,10,4548974,2780314,2906507,165131,16898,21938,5638,18125,14844,21791,16207,18314,18846,21515,27213,17701,17194,23705,25530,36590,39154,40317,46206,37140,34320,39526
Estonia,15,4548974,2722508,2829534,165131,16889,21929,5636,18118,14832,21766,16197,18307,18834,21506,27206,17696,17155,23657,25490,36498,39044,40215,46107,37020,34202,39421
Estonia,20,4548974,2695262,2811923,165131,16883,21925,5634,18113,14826,21750,16194,18303,18829,21501,27203,17693,17134,23636,25469,36448,38986,40162,46055,36962,34141,39366
Estonia,25,4548974,2670726,2775188,165131,16880,21922,5633,18110,14823,21743,16191,18299,18826,21498,27201,17690,17114,23611,25448,36400,38929,40105,45996,36899,34082,39297
Estonia,30,4548974,2639429,2725544,165131,16872,21918,5633,18106,14818,21732,16189,18297,18823,21496,27199,17685,17089,23577,25420,36335,38857,40038,45917,36805,34004,39215
Estonia,50,4548974,2465465,2503972,165131,16743,21809,5610,18016,14733,21504,16110,18224,18699,21418,27136,17632,16881,23271,25130,35752,38258,39436,45248,36093,33484,38595
Estonia,75,4548974,1956968,1913645,165131,15465,19978,5299,16976,13699,19789,15220,17353,17554,20456,26003,17025,15321,21076,22828,31998,34288,35190,40516,31821,29825,34550
Ethiopia,0,112951807,112951807,112951807,403582,14568,17491,16985,17494,20999,14991,31945,31493,34690,25711,19240,50100,49993,56502,20177,37643,55491,32441,41700,35829,44021,48773
Ethiopia,10,112951807,31135078,35761341,403582,14426,17273,16901,17316,20833,14873,31739,31231,34559,25569,18997,49061,45446,49479,16841,33111,49511,27663,34963,28004,34175,35693
Ethiopia,15,112951807,25291732,28550737,403582,14066,16589,16478,16612,20055,14519,30798,30382,33968,25059,18576,48047,42980,46316,15505,30888,46739,25829,32932,25727,30857,31596
Ethiopia,20,112951807,16513114,17745064,403582,13002,14597,15070,14719,17706,13267,27713,27122,31572,22572,16983,44503,36037,38525,12433,24453,39946,21522,28444,20991,24040,24289
Ethiopia,25,112951807,15478476,16674697,403582,12798,14290,14809,14456,17331,13041,27247,26440,31108,22052,16632,43951,35020,37392,11921,23269,39065,20971,27881,20418,23139,23239
Ethiopia,30,112951807,12040336,12361078,403582,11947,13074,13936,13396,15869,12076,25609,24009,29279,20184,15463,41632,30851,32725,10276,19582,35404,18894,25582,17981,19751,19941
Ethiopia,50,112951807,5425720,5926136,403582,8206,7777,10482,9095,9447,7899,18897,14045,18015,12801,10449,27749,17317,17522,5624,9429,22277,11357,17931,10763,10410,10355
Ethiopia,75,112951807,2039862,1695051,403582,3679,3183,5158,3618,3364,3827,10041,6529,7412,6350,5203,10753,7448,6590,1976,3814,9764,4974,9528,5392,5123,4439
Falkland Islands,0,1239764,1239764,1239764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,10,1239764,3839,25088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,15,1239764,3648,24183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,20,1239764,2980,21903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,25,1239764,2779,19107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,30,1239764,2188,16830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,50,1239764,1066,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,75,1239764,137,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,0,143971,143971,143971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,10,143971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,15,143971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,20,143971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,25,143971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,30,143971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,50,143971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,75,143971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,1808231,1808231,1808231,5410,1107,708,1581,2088,1674,1879,2154,2398,1798,2356,555,1300,2984,4301,2135,9640,3520,1542,1680,2273,7880,1109
Fiji,10,1808231,1650545,1501367,5410,1104,707,1578,2085,1670,1877,2151,2394,1795,2352,554,1260,2806,3904,1926,8744,3310,1421,1517,2159,7531,1048
Fiji,15,1808231,1644652,1495752,5410,1104,706,1577,2084,1670,1877,2151,2394,1794,2352,554,1259,2800,3894,1918,8715,3300,1417,1516,2156,7506,1047
Fiji,20,1808231,1595097,1461614,5410,1100,704,1574,2082,1667,1876,2150,2390,1792,2349,554,1238,2748,3779,1866,8507,3183,1394,1484,2109,7327,1015
Fiji,25,1808231,1576604,1441160,5410,1099,704,1573,2081,1666,1875,2149,2389,1792,2348,553,1231,2728,3748,1857,8456,3153,1385,1473,2095,7282,1006
Fiji,30,1808231,1556559,1418744,5410,1098,703,1572,2080,1666,1874,2148,2387,1791,2347,553,1220,2699,3689,1838,8373,3092,1367,1456,2067,7199,989
Fiji,50,1808231,1395342,1291536,5410,1079,696,1558,2058,1649,1859,2127,2355,1772,2325,543,1130,2532,3253,1702,7845,2687,1230,1320,1851,6636,884
Fiji,75,1808231,1215701,1129306,5410,980,639,1414,1866,1529,1744,1965,2102,1623,2143,473,921,2200,2425,1450,6746,2238,1003,1080,1569,5902,742
Finland,0,33693918,33693918,33693918,1357022,151676,143019,90123,147182,231422,183114,152484,201075,177335,168207,160123,161597,151533,190528,175928,246709,349652,277580,297915,264033,275869,265912
Finland,10,33693918,22796067,24482390,1357022,151452,142843,89982,147000,230991,182805,152263,200717,176922,167897,159751,160727,149542,187811,173640,242338,339759,272442,292223,257113,269316,258084
Finland,15,33693918,22256214,23784174,1357022,151213,142657,89857,146828,230694,182581,152094,200443,176640,167703,159554,160518,149147,187297,173224,241491,338347,271333,291192,256001,268295,256964
Finland,20,33693918,22134170,23652482,1357022,151112,142533,89779,146716,230519,182443,152008,200328,176501,167613,159467,160462,149046,187145,173097,241259,337888,271027,290897,255637,267971,256585
Finland,25,33693918,21939051,23314681,1357022,151072,142499,89749,146674,230445,182385,151971,200261,176424,167566,159422,160404,148892,186937,172910,240912,337256,270521,290456,255111,267489,256053
Finland,30,33693918,21627652,22817319,1357022,151003,142432,89697,146602,230334,182295,151915,200192,176320,167507,159355,160310,148661,186629,172639,240428,336199,269955,289910,254473,266899,255378
Finland,50,33693918,18308144,19670293,1357022,149079,140349,88244,144132,226725,179241,150142,197949,173232,165944,157723,158421,144301,180767,167547,230799,322524,259746,279589,244270,257024,245440
Finland,75,33693918,10425929,12261869,1357022,133239,123983,78208,129989,205904,162032,139811,183683,155257,154910,145799,145008,105564,129164,120913,158704,222935,182495,193871,166180,178454,171394
France,0,54951498,54951498,54951498,695648,36094,35224,28049,79270,48533,57322,50906,89474,68943,145202,65549,69532,35120,49408,41821,70408,80879,79406,92628,87269,124766,70670
France,10,54951498,18354637,18292384,695648,35085,34514,27052,77581,47258,55973,49925,87907,67809,144072,64615,68039,31418,45750,38635,63947,73090,71966,84051,79971,116010,61945
France,15,54951498,17831168,17605333,695648,34772,34220,26773,76884,46877,55559,49609,87485,67502,143722,64388,67771,31176,45429,38320,63168,72182,71279,83356,79392,115219,61124
France,20,54951498,17581726,17472315,695648,34622,34084,26637,76585,46692,55358,49456,87255,67312,143523,64272,67627,30961,45146,38031,62598,71484,70716,82789,78945,114607,60492
France,25,54951498,17254573,17191747,695648,34514,33980,26505,76342,46538,55176,49340,87079,67158,143379,64160,67480,30725,44830,37744,61823,70584,70105,82178,78465,113949,59765
France,30,54951498,16783020,16838139,695648,34421,33888,26393,76134,46391,55049,49246,86955,67054,143265,64074,67303,30352,44359,37293,60768,69249,69201,81304,77746,112886,58785
France,50,54951498,15270417,14862863,695648,32048,31569,23979,71059,43584,52109,47068,84070,64544,140179,62469,65152,28221,41367,34553,55263,62873,63994,76301,73699,107793,54114
France,75,54951498,11568535,11045402,695648,24964,24697,18080,56431,34663,42608,39610,72457,53941,121992,54690,57359,22628,33077,26858,42155,48266,50160,61043,60857,90303,42810
French Guiana,0,8330097,8330097,8330097,10103,3040,2502,1895,4817,2848,2541,3336,5235,2866,3210,2712,9802,3027,4371,3019,6378,4430,3905,3410,4511,2326,3975
French Guiana,10,8330097,8170479,8170412,10103,3035,2499,1891,4810,2843,2537,3331,5227,2864,3207,2710,9778,2978,4224,2884,6170,4184,3758,3310,4304,2213,3853
French Guiana,15,8330097,8168549,8168835,10103,3035,2498,1891,4808,2843,2536,3330,5226,2863,3207,2710,9777,2975,4216,2880,6161,4175,3755,3308,4300,2211,3850
French Guiana,20,8330097,8166630,8166486,10103,3034,2497,1890,4807,2842,2536,3329,5225,2863,3206,2709,9776,2972,4210,2877,6152,4167,3751,3306,4297,2209,3848
French Guiana,25,8330097,8164372,8163512,10103,3034,2497,1890,4806,2842,2535,3329,5224,2863,3206,2709,9774,2969,4201,2872,6137,4151,3744,3301,4293,2207,3844
French Guiana,30,8330097,8162751,8157814,10103,3033,2497,1889,4805,2841,2535,3328,5223,2862,3206,2709,9773,2968,4196,2868,6127,4144,3739,3298,4289,2205,3840
French Guiana,50,8330097,8153381,8120125,10103,3022,2488,1883,4787,2828,2529,3318,5209,2857,3199,2706,9758,2953,4157,2841,6062,4096,3709,3281,4267,2195,3820
French Guiana,75,8330097,8131836,8058192,10103,2986,2459,1864,4729,2787,2502,3279,5154,2836,3173,2693,9698,2918,4069,2779,5907,3977,3638,3236,4208,2169,3768
French Southern Territories,0,4362,4362,4362,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
French Southern Territories,10,4362,90,231,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
French Southern Territories,15,4362,88,207,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
French Southern Territories,20,4362,80,182,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
French Southern Territories,25,4362,76,164,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
French Southern Territories,30,4362,72,160,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
French Southern Territories,50,4362,60,157,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
French Southern Territories,75,4362,28,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,26454970,26454970,26454970,50031,15348,14068,16988,10194,18003,20085,17098,18086,18536,10947,18725,18004,46469,49971,25834,32418,39170,27113,28909,22357,18580,30062
Gabon,10,26454970,25910334,25889070,50031,15344,14062,16982,10191,17991,20072,17081,18071,18524,10942,18704,17983,46374,49906,25815,32401,39142,27078,28878,22330,18557,30005
Gabon,15,26454970,25573906,25506093,50031,15322,14036,16968,10180,17957,20023,16986,17998,18427,10904,18660,17924,46260,49829,25787,32377,39105,27049,28847,22303,18525,29956
Gabon,20,26454970,25062630,25027197,50031,15200,13974,16923,10120,17837,19801,16763,17774,18339,10809,18476,17750,45549,49399,25665,32291,38906,26939,28712,22186,18432,29697
Gabon,25,26454970,24969613,24934244,50031,15174,13952,16910,10094,17806,19706,16711,17693,18320,10778,18410,17691,45329,49275,25626,32267,38844,26909,28680,22157,18409,29638
Gabon,30,26454970,24690965,24699923,50031,15083,13852,16845,9982,17699,19301,16501,17367,18252,10674,18161,17476,44449,48752,25473,32151,38644,26788,28561,22022,18318,29455
Gabon,50,26454970,24158394,23913959,50031,14514,13337,16463,9498,17188,17540,15595,16049,17844,10270,17070,16490,42164,47099,24888,31303,37803,26178,27961,21362,17835,28421
Gabon,75,26454970,23070299,21072643,50031,12264,11488,14371,8151,14892,13775,13027,12753,15905,8622,13640,13346,35029,40256,21817,27387,32676,21806,23623,17382,14930,23311
Gambia,0,1067051,1067051,1067051,15327,611,3096,241,730,941,348,957,1570,705,749,423,728,1720,1850,628,309,798,490,463,357,621,501
Gambia,10,1067051,453840,399113,15327,594,3010,235,713,901,331,929,1549,648,719,414,666,1464,1538,492,299,770,436,442,343,527,485
Gambia,15,1067051,192781,199141,15327,268,987,98,470,205,117,470,1235,269,364,273,475,877,1098,414,261,636,394,402,299,430,423
Gambia,20,1067051,30469,33342,15327,20,121,28,141,19,20,135,562,45,81,89,118,142,225,141,75,169,144,206,143,148,176
Gambia,25,1067051,20792,26554,15327,11,91,23,112,13,16,113,498,26,61,70,96,95,147,111,50,113,96,156,104,110,136
Gambia,30,1067051,4562,3885,15327,3,40,11,63,6,6,50,297,9,24,30,41,12,17,10,5,8,6,20,10,19,17
Gambia,50,1067051,37,83,15327,0,1,0,2,1,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Gambia,75,1067051,1,2,15327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,6984457,6984457,6984457,93537,686,552,302,2048,585,565,1061,782,482,897,565,540,388,153,45,664,270,342,183,247,445,328
Georgia,10,6984457,3369287,3200398,93537,672,541,295,1991,557,539,1004,756,457,837,545,488,269,124,43,546,221,309,171,230,428,302
Georgia,15,6984457,3289879,3113853,93537,669,539,294,1981,554,535,999,752,455,831,542,482,263,121,43,538,218,306,168,227,424,298
Georgia,20,6984457,3253560,3085468,93537,668,538,293,1975,552,534,995,748,452,826,541,478,260,119,43,534,215,304,168,225,423,296
Georgia,25,6984457,3216330,3039928,93537,667,537,293,1971,550,532,994,747,449,821,540,476,258,117,43,532,212,302,168,224,422,294
Georgia,30,6984457,3144573,2989947,93537,667,536,292,1967,549,531,992,746,448,819,540,473,252,114,43,523,208,300,166,222,420,291
Georgia,50,6984457,2956338,2734583,93537,646,519,286,1907,523,510,957,728,428,769,522,445,229,101,41,499,192,287,160,215,411,275
Georgia,75,6984457,2500619,1865018,93537,527,455,253,1685,441,441,830,663,358,599,467,380,162,72,32,415,150,244,138,183,372,232
Germany,0,35783856,35783856,35783856,342762,15658,15746,6642,45723,40364,43333,93864,62542,29234,76337,34694,26830,17426,23256,13547,29145,35259,54531,111202,190329,205618,89366
Germany,10,35783856,13446087,13692470,342762,15409,15446,6508,45192,39938,42861,93456,61978,28918,75901,34396,26177,15831,21546,13065,27286,33524,52862,109101,187740,203219,87156
Germany,15,35783856,13059121,13237937,342762,15355,15381,6483,45080,39853,42767,93344,61842,28835,75805,34338,26108,15720,21425,13016,27159,33351,52656,108816,187472,202900,86919
Germany,20,35783856,12915846,13168993,342762,15323,15348,6471,45019,39797,42712,93287,61769,28798,75746,34309,26065,15660,21358,12993,27076,33244,52517,108640,187331,202727,86774
Germany,25,35783856,12730034,12991563,342762,15304,15330,6462,44983,39766,42678,93253,61730,28779,75712,34290,26040,15595,21285,12966,26990,33146,52401,108476,187178,202551,86640
Germany,30,35783856,12526780,12781382,342762,15286,15303,6449,44940,39739,42653,93224,61696,28762,75678,34272,26007,15499,21169,12929,26877,33000,52237,108233,186940,202278,86450
Germany,50,35783856,11707136,11645770,342762,14843,14782,6241,43940,39088,41988,92222,60675,28293,74857,33833,25536,14843,20343,12603,26031,31956,51051,106354,185000,200148,84995
Germany,75,35783856,9189615,8733164,342762,12895,12836,5402,38104,34630,37315,85972,55030,25534,68678,30810,23002,11619,15876,10395,21683,26574,44137,93583,169522,185630,76154
Ghana,0,23832413,23832413,23832413,312124,53875,85059,30423,21764,51289,36251,55189,51663,55239,28387,47720,45238,139459,169210,80736,151252,176530,189925,113721,171941,124237,145327
Ghana,10,23832413,18330610,17298270,312124,53798,84978,30358,21632,51110,35996,54916,51367,54996,28134,47538,44857,134400,166611,80020,150916,175965,189642,113520,171587,123957,144974
Ghana,15,23832413,13282024,13623769,312124,52279,83799,29588,20223,48829,32769,51109,47583,50635,26557,45224,42610,111145,151030,75079,147976,166589,187877,111661,168857,122069,142922
Ghana,20,23832413,8230695,9040480,312124,47268,80658,27250,18388,44365,28899,43977,41709,41426,22769,39244,39323,88727,129354,63483,131572,133276,167354,98762,150798,111287,130002
Ghana,25,23832413,7919665,8534700,312124,46301,80133,26753,18179,43674,28430,43022,40773,40519,22055,38500,38721,87196,127669,62229,129370,129538,164282,96753,148106,109430,127857
Ghana,30,23832413,6955668,7034627,312124,43644,78395,24955,17625,41346,27136,40172,37849,38253,19500,36243,36626,81228,120298,57407,119245,115286,151446,88257,136599,101379,118632
Ghana,50,23832413,4253663,3610769,312124,34044,66582,19515,14890,33591,21846,32264,27719,31562,14012,28096,27597,54268,78958,36709,71839,61736,88521,50492,82000,59668,71470
Ghana,75,23832413,207294,169084,312124,8075,10577,3409,2224,4977,3209,4777,3952,4253,1963,3254,2677,817,939,610,2156,1018,1364,635,2177,1355,2350
Gibraltar,0,721,721,721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,10,721,138,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,15,721,127,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,20,721,126,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,25,721,121,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,30,721,120,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,50,721,100,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,75,721,63,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,13257505,13257505,13257505,71537,13843,5668,2996,7942,4936,8780,52916,23792,7744,9593,7400,16460,9871,6027,5543,9274,15760,11648,11749,8744,65098,17626
Greece,10,13257505,4767529,4236027,71537,13338,5354,2730,7222,4466,7839,48705,22123,6936,8371,6637,15002,8112,4693,4646,7623,11791,9056,9474,6604,56176,12638
Greece,15,13257505,4430448,3937365,71537,13001,5257,2670,7057,4361,7650,47738,21768,6771,8101,6512,14677,7778,4562,4541,7356,11309,8757,9168,6403,55191,11969
Greece,20,13257505,4303514,3883196,71537,12899,5215,2635,6956,4304,7525,47281,21557,6679,7976,6446,14376,7446,4420,4424,7131,10848,8455,8849,6223,54069,11613
Greece,25,13257505,3982814,3777947,71537,12828,5166,2591,6858,4234,7391,46394,21342,6605,7870,6306,13864,6625,4156,4142,6592,9970,7817,8193,5812,51874,10732
Greece,30,13257505,3672497,3620382,71537,12617,5126,2563,6814,4181,7346,46062,21197,6564,7785,6199,13242,5907,3803,3840,6034,8907,7122,7604,5427,49039,9794
Greece,50,13257505,2960494,2679951,71537,10933,4473,2205,5906,3586,6320,40862,18973,5858,6732,5283,10747,3709,2951,3030,4570,6290,5219,5862,4124,40163,7699
Greece,75,13257505,2115635,1658707,71537,7847,3321,1544,4266,2623,4507,30237,14736,4380,4614,3883,7855,1953,2029,2124,2939,3543,3260,3867,2728,26031,5130
Greenland,0,12409769,12409769,12409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,10,12409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,15,12409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,20,12409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,25,12409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,30,12409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,50,12409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,75,12409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,0,35953,35953,35953,85,33,66,72,632,48,32,68,65,94,161,40,40,27,90,7,62,29,113,22,20,17,22
Grenada,10,35953,29553,28120,85,33,66,72,632,47,32,68,64,94,160,40,40,26,85,7,61,29,111,21,19,16,21
Grenada,15,35953,29189,28046,85,33,66,71,631,47,32,68,64,94,160,40,40,26,85,7,60,29,110,21,19,16,21
Grenada,20,35953,28971,27926,85,33,66,71,631,47,32,68,64,94,160,40,40,26,85,7,60,28,110,21,19,16,21
Grenada,25,35953,28770,27829,85,33,66,71,631,47,32,68,64,94,160,40,40,25,84,7,60,28,110,21,18,16,21
Grenada,30,35953,28534,27554,85,33,66,71,631,47,32,68,64,94,160,40,40,25,84,7,59,28,110,21,18,16,21
Grenada,50,35953,27654,25738,85,33,66,70,630,47,31,68,63,93,157,40,40,25,82,6,59,28,110,21,18,16,20
Grenada,75,35953,24553,23150,85,31,64,66,610,44,30,64,60,88,152,38,38,22,73,6,44,27,108,20,16,15,19
Guadeloupe,0,165029,165029,165029,1509,344,56,84,208,246,68,173,150,123,146,76,417,282,302,93,88,86,119,90,67,93,49
Guadeloupe,10,165029,100979,105300,1509,328,52,79,196,230,63,161,138,120,132,74,306,183,212,74,72,63,103,74,55,72,42
Guadeloupe,15,165029,98528,104715,1509,326,51,78,194,228,63,160,137,119,130,74,302,179,208,73,71,62,103,72,54,69,41
Guadeloupe,20,165029,97255,104266,1509,323,51,78,193,226,62,159,136,119,129,74,301,176,204,72,71,61,102,72,53,69,41
Guadeloupe,25,165029,96126,103838,1509,322,51,77,192,225,62,159,136,119,128,74,298,173,202,72,70,61,102,71,53,69,41
Guadeloupe,30,165029,94758,101681,1509,321,51,77,191,223,62,158,135,118,127,74,295,170,198,71,70,60,101,70,52,68,41
Guadeloupe,50,165029,90175,91790,1509,308,48,73,183,208,60,151,127,115,119,72,271,156,181,69,68,59,96,67,49,64,39
Guadeloupe,75,165029,81786,80501,1509,257,38,62,150,161,51,130,105,99,95,65,215,129,146,62,60,53,82,58,43,56,34
Guatemala,0,10915098,10915098,10915098,291032,54601,56484,99821,57401,102114,53543,127920,78215,87777,60382,41244,85325,56944,65414,57333,184371,84067,75962,95594,103247,53767,50245
Guatemala,10,10915098,8273453,7452597,291032,53879,55990,98942,56858,101411,52943,127183,77567,87302,59985,40840,84579,55695,62713,55013,180368,81240,72819,91955,99976,51040,47618
