country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Macedonia,10,911221,54852407,60,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,15,863644,53465481,62,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,20,842949,52873796,63,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,25,819489,52195703,64,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,30,781684,51058808,65,808982.0,6568890.0,-5759907.0,609732.0,283028.0,305031.0,820365.0,480364.0,811027.0,1143726.0,1396608.0,1724696.0,943344.0,929496.0,1169205.0,467383.0,796495.0,357746.0,689589.0,497033.0,673847.0,847657.0,878347.0,862360.0,1110536.0
Macedonia,50,696107,48220530,69,789126.0,5861543.0,-5072417.0,591950.0,277221.0,302155.0,809955.0,476865.0,803998.0,1113074.0,1374529.0,1698670.0,935308.0,923866.0,1142037.0,446292.0,774367.0,352457.0,676282.0,479304.0,642803.0,816632.0,847040.0,806679.0,1069295.0
Macedonia,75,536066,40070533,75,715469.0,4521763.0,-3806294.0,529298.0,251544.0,286555.0,752911.0,453766.0,765709.0,990850.0,1268227.0,1565912.0,885326.0,883220.0,1055951.0,393556.0,698669.0,321960.0,621200.0,425379.0,548127.0,714681.0,732619.0,669814.0,925046.0
Madagascar,0,59144707,1932422178,33,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,10,33190889,1862195867,56,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,15,26503413,1702856413,64,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,20,19454929,1488950542,77,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,25,18656021,1459811048,78,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,30,17141086,1398884669,82,104167636.0,71914507.0,32253129.0,42012330.0,42817519.0,38126491.0,39672216.0,42786702.0,28429021.0,88338081.0,55570161.0,64872823.0,49124676.0,81012567.0,61498989.0,151662087.0,199334033.0,151689472.0,199683227.0,258852540.0,187436141.0,125972962.0,126537601.0,121041398.0,135216960.0
Madagascar,50,12241380,1135592723,93,90730255.0,53428055.0,37302200.0,39604948.0,39823045.0,33699643.0,36805534.0,38371844.0,23080665.0,79494555.0,49711395.0,59652669.0,44533074.0,76161210.0,56055094.0,135693709.0,169072707.0,132066190.0,174589902.0,217964926.0,162089336.0,106263279.0,108996517.0,99606206.0,112729172.0
Madagascar,75,5863678,627644539,107,45043487.0,22621350.0,22422136.0,27549207.0,27593307.0,20058946.0,24424580.0,23386847.0,11624079.0,50027104.0,27878517.0,38955139.0,24725598.0,52888390.0,31395685.0,65864484.0,77756468.0,56545965.0,74524365.0,93549117.0,79291832.0,47397713.0,50816337.0,39952921.0,44750108.0
Malawi,0,11802885,273575151,23,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,10,7092810,265351939,37,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,15,4922073,209069050,42,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,20,2460637,131098927,53,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,25,2216087,122054117,55,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,30,1521822,93875727,62,4272983.0,5187512.0,-914529.0,949117.0,1687303.0,2773005.0,2161739.0,3308476.0,2361051.0,3052124.0,3937005.0,1529839.0,1546251.0,3696897.0,5819830.0,4426002.0,8354878.0,4704968.0,5707389.0,6353287.0,6309516.0,5148524.0,6762003.0,6936008.0,6480420.0
Malawi,50,313125,26896408,86,2165472.0,1600420.0,565052.0,631282.0,1220355.0,1600689.0,1334170.0,1815592.0,1525914.0,1866775.0,2378753.0,836591.0,892107.0,2289808.0,3739258.0,2046600.0,4251311.0,2461783.0,2709035.0,2561122.0,2421444.0,2302689.0,2919910.0,2785496.0,3049699.0
Malawi,75,16333,1776731,109,317384.0,369502.0,-52119.0,134147.0,231870.0,248269.0,170514.0,263673.0,295518.0,288884.0,426697.0,134164.0,181073.0,385914.0,457397.0,244181.0,417349.0,363585.0,299150.0,333612.0,352693.0,418343.0,318231.0,453522.0,563654.0
Malaysia,0,32938349,3700251051,112,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,10,29786086,3694335858,124,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,15,29667042,3688659502,124,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,20,29583873,3684468983,125,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,25,29531610,3681869541,125,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,30,29430562,3676722466,125,234525124.0,105821991.0,128703133.0,133227205.0,143448755.0,107836986.0,199724868.0,224528037.0,206965099.0,268010381.0,245798112.0,442596911.0,264270226.0,302286306.0,410989165.0,191932673.0,375809147.0,257108318.0,312620898.0,257495050.0,226038174.0,199443181.0,131406530.0,135760277.0,122256436.0
Malaysia,50,28977160,3650873557,126,233256639.0,103239494.0,130017145.0,132445772.0,142723876.0,107374551.0,198888624.0,223719099.0,206471232.0,267469740.0,245402155.0,441949800.0,263924710.0,301894406.0,410045736.0,190876168.0,373020169.0,255140629.0,309492074.0,255165984.0,223852903.0,197209143.0,129665893.0,134082675.0,120830714.0
Malaysia,75,27249584,3528391975,129,225401255.0,94043896.0,131357359.0,127258880.0,136983033.0,103424528.0,192373267.0,217010491.0,201871339.0,262156414.0,241468150.0,435166522.0,260261514.0,298648773.0,403864530.0,184253630.0,357401787.0,243882200.0,292335223.0,242867376.0,212455605.0,185543271.0,121035319.0,125002119.0,113563648.0
Maldives,0,27913,86552,3,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,10,5826,74346,13,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,15,5744,73349,13,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,20,5637,72073,13,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,25,5607,71760,13,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,30,5570,71271,13,108.0,6292.0,-6184.0,365.0,130.0,33.0,212.0,196.0,144.0,216.0,96.0,220.0,112.0,415.0,86.0,107.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,50,4495,57526,13,94.0,4968.0,-4874.0,365.0,112.0,33.0,212.0,147.0,144.0,188.0,64.0,173.0,112.0,337.0,41.0,107.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,75,2038,27132,13,77.0,2233.0,-2156.0,365.0,94.0,33.0,185.0,127.0,82.0,165.0,64.0,146.0,112.0,215.0,41.0,55.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,0,125119256,238963844,2,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,10,8187012,227632282,28,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,15,1806917,68077092,38,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,20,151534,7910036,52,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,25,101105,5462545,54,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,30,25098,1417822,56,78355.0,966993.0,-888638.0,164705.0,68228.0,12373.0,57376.0,28839.0,34759.0,42153.0,36778.0,50776.0,19020.0,54149.0,27722.0,137763.0,95629.0,72269.0,72324.0,119803.0,99306.0,68109.0,56769.0,165389.0,239579.0
Mali,50,390,29017,74,29956.0,921278.0,-891322.0,107973.0,34275.0,5217.0,22651.0,8303.0,6518.0,9618.0,10881.0,10260.0,6023.0,10749.0,5654.0,18829.0,15976.0,11845.0,11751.0,21093.0,9555.0,3990.0,11504.0,125345.0,191016.0
Mali,75,47,4544,96,23982.0,921164.0,-897183.0,52739.0,13086.0,1083.0,10143.0,4531.0,4650.0,4061.0,3707.0,3321.0,1732.0,3813.0,4113.0,18645.0,15976.0,11817.0,11751.0,21093.0,9555.0,3990.0,11504.0,125345.0,190941.0
Malta,0,32335,18150,1,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,10,174,7677,44,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,15,149,6786,45,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,20,139,6421,46,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,25,128,6027,47,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,30,117,5606,48,139.0,284.0,-145.0,300.0,411.0,0.0,630.0,77.0,162.0,220.0,208.0,404.0,142.0,330.0,71.0,74.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Malta,50,85,4354,51,118.0,212.0,-94.0,287.0,359.0,0.0,520.0,71.0,133.0,220.0,127.0,324.0,71.0,330.0,43.0,74.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Malta,75,46,2495,54,94.0,127.0,-32.0,215.0,306.0,0.0,473.0,25.0,70.0,137.0,110.0,275.0,71.0,262.0,36.0,74.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
Martinique,0,111788,7448546,67,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,10,79062,7223315,91,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,15,77286,7138416,92,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,20,76256,7088273,93,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,25,75484,7051394,93,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,30,74650,7011169,94,62909.0,305501.0,-242592.0,89802.0,23441.0,142120.0,81503.0,96409.0,41938.0,77603.0,134851.0,100376.0,39379.0,78638.0,155845.0,59393.0,64006.0,14083.0,11666.0,51438.0,23985.0,27935.0,32067.0,21328.0,16192.0
Martinique,50,70992,6819012,96,61310.0,289224.0,-227915.0,88636.0,23191.0,140852.0,80077.0,94648.0,41122.0,76752.0,132662.0,99133.0,38790.0,77655.0,152649.0,55562.0,59888.0,12950.0,10776.0,48360.0,22730.0,26614.0,30833.0,19809.0,15119.0
Martinique,75,62862,6290682,100,54221.0,254143.0,-199922.0,84195.0,21341.0,134802.0,75323.0,86199.0,37516.0,72413.0,121190.0,91558.0,36617.0,72059.0,140755.0,39355.0,44367.0,8588.0,8024.0,29785.0,16991.0,20108.0,25614.0,14362.0,11696.0
Mauritania,0,104117151,193328,0,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,10,65,2543,39,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,15,42,1967,47,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,20,36,1801,49,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,25,36,1776,50,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,30,33,1703,51,612.0,1423.0,-811.0,8045.0,0.0,192.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,87.0,0.0,0.0,0.0,0.0,295.0,96.0,466.0,2006.0,2240.0
Mauritania,50,16,982,61,449.0,1422.0,-974.0,4481.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,87.0,0.0,0.0,0.0,0.0,295.0,96.0,466.0,2006.0,2240.0
Mauritania,75,0,15,102,238.0,1422.0,-1185.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,87.0,0.0,0.0,0.0,0.0,295.0,96.0,466.0,2006.0,2240.0
Mauritius,0,191367,9710732,51,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,10,148741,9160342,62,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,15,136548,8802798,64,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,20,89079,7064979,79,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,25,83477,6842246,82,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,30,71305,6309917,88,60374.0,133937.0,-73564.0,80393.0,75988.0,51697.0,148304.0,78108.0,62721.0,59822.0,87542.0,107815.0,11250.0,199480.0,74523.0,80843.0,209734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,50,50858,5092725,100,50634.0,95424.0,-44790.0,78120.0,72124.0,46104.0,132022.0,71198.0,55646.0,55474.0,81395.0,94423.0,10497.0,159847.0,67737.0,42308.0,147049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,75,29250,3286226,112,30834.0,55018.0,-24184.0,64052.0,57117.0,25661.0,88116.0,46140.0,34589.0,34188.0,58422.0,57258.0,7784.0,74316.0,52797.0,21366.0,56545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayotte,0,39165,3287852,84,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,10,35376,3253289,92,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,15,35140,3245954,92,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,20,34222,3212227,94,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,25,33980,3202231,94,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,30,33577,3183865,95,52897.0,77189.0,-24292.0,15808.0,10887.0,15640.0,2165.0,16545.0,20929.0,10494.0,22281.0,2887.0,15771.0,1061.0,64023.0,154649.0,525487.0,8276.0,39502.0,22494.0,39065.0,17596.0,87285.0,32966.0,37935.0
Mayotte,50,30547,3005157,98,50201.0,71366.0,-21165.0,15617.0,10811.0,15136.0,1803.0,15897.0,20735.0,10443.0,21879.0,2887.0,15501.0,1061.0,61166.0,145155.0,490177.0,7495.0,38180.0,21903.0,37706.0,17370.0,85027.0,31414.0,37057.0
Mayotte,75,18865,2093054,111,31676.0,49116.0,-17440.0,11947.0,9005.0,11444.0,1181.0,11464.0,15372.0,8708.0,17867.0,2061.0,10687.0,220.0,39459.0,87676.0,266705.0,4502.0,22605.0,15534.0,30529.0,13303.0,66789.0,23561.0,26251.0
Mexico,0,195185465,3283306549,17,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,10,63715499,3238033090,51,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,15,60308408,3145822060,52,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,20,57502702,3063454922,53,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,25,55224787,3000824328,54,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,30,53177142,2938881424,55,85289894.0,228024362.0,-142734468.0,49664168.0,50117897.0,47851832.0,55398857.0,69830181.0,60924086.0,79668791.0,67229048.0,100782347.0,64144347.0,72192109.0,68756649.0,88567050.0,71862518.0,84334523.0,121540157.0,132912196.0,120418159.0,153016730.0,136690123.0,88174602.0,92301296.0
Mexico,50,42125966,2562799629,61,80722816.0,184882514.0,-104159699.0,47502865.0,47925692.0,45776338.0,52584321.0,65904048.0,57966539.0,75152884.0,63763968.0,96244211.0,60702135.0,68603363.0,65384310.0,83997977.0,67799307.0,80153502.0,114311948.0,125618650.0,111645453.0,144577759.0,130299275.0,82694514.0,87292885.0
Mexico,75,29496346,1995785944,68,67443037.0,131801991.0,-64358955.0,41330670.0,42069229.0,39135027.0,44507676.0,54774700.0,49638276.0,62185618.0,54261924.0,82451196.0,52069710.0,58898233.0,55992853.0,69826573.0,55325321.0,67275296.0,93006190.0,103128175.0,88101580.0,118717662.0,110273442.0,67492574.0,73284880.0
Micronesia,0,10267,795083,77,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,10,6460,765594,119,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,15,6383,761389,119,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,20,6347,759392,120,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,25,6333,758604,120,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,30,6172,749359,121,2420.0,54961.0,-52541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,50,6017,739390,123,2397.0,54122.0,-51724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,75,5613,707111,126,2323.0,52029.0,-49706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,0,3390781,17283631,5,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,10,442591,17051000,39,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,15,417393,16673747,40,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,20,400124,16415998,41,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,25,378198,16091381,43,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,30,356012,15751169,44,181699.0,2163487.0,-1981788.0,36278.0,61938.0,27314.0,70072.0,30665.0,51678.0,67202.0,40104.0,57152.0,53238.0,55869.0,537990.0,52542.0,120154.0,168862.0,277525.0,366834.0,306338.0,292045.0,507130.0,412326.0,404122.0
Moldova,50,315736,15010405,48,176635.0,1972448.0,-1795813.0,34911.0,60350.0,26418.0,67107.0,29430.0,50490.0,63658.0,38447.0,54016.0,51556.0,53398.0,511293.0,50487.0,117797.0,167300.0,270619.0,358426.0,301413.0,285424.0,496689.0,403274.0,393474.0
Moldova,75,211931,10802503,51,129332.0,1394044.0,-1264712.0,29816.0,53448.0,23186.0,56327.0,25905.0,46111.0,52200.0,33650.0,45189.0,44510.0,44995.0,414327.0,40393.0,86856.0,125595.0,193452.0,244397.0,210303.0,188555.0,342836.0,278812.0,264435.0
Monaco,0,235,164,1,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,10,2,71,33,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,15,1,48,34,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,20,1,40,34,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,25,1,19,38,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,30,0,15,38,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,50,0,3,51,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,75,0,0,0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,0,156624745,235766996,2,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,10,6150015,224255114,36,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,15,5086889,192044905,38,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,20,4757437,181572777,38,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,25,4465768,171942665,39,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,30,4090465,160258029,39,3981715.0,27926098.0,-23944383.0,4642117.0,4777589.0,13475063.0,16910388.0,1294971.0,4254804.0,7227167.0,8525784.0,10469493.0,1656493.0,1092031.0,5775053.0,134457.0,132928.0,957806.0,702633.0,3023805.0,1288205.0,992529.0,182480.0,52866.0,29066.0
Mongolia,50,1863043,85634604,46,2343203.0,11704045.0,-9360843.0,3720176.0,2723542.0,4813129.0,8749262.0,860368.0,2499089.0,5963237.0,5301504.0,8163892.0,1088386.0,636910.0,2956590.0,57602.0,77581.0,808732.0,488692.0,1195533.0,1027209.0,276143.0,98576.0,27818.0,16490.0
Mongolia,75,308043,18007538,58,898017.0,1587759.0,-689742.0,2414580.0,1054177.0,1055851.0,2178286.0,333455.0,753601.0,3009875.0,2052637.0,4103061.0,397284.0,202740.0,1111477.0,12838.0,17750.0,526911.0,197164.0,143817.0,130027.0,39380.0,16066.0,2446.0,2958.0
Montenegro,0,1333523,51994781,39,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,10,691830,51405113,74,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,15,667036,50583028,76,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,20,655021,50201788,77,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,25,640140,49728054,78,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,30,616440,48955373,79,387408.0,5790999.0,-5403591.0,319675.0,73857.0,55784.0,376299.0,79727.0,70515.0,347267.0,621234.0,256028.0,95159.0,206979.0,515386.0,1034803.0,769659.0,100753.0,625041.0,387944.0,725927.0,365529.0,542594.0,266458.0,686352.0
Montenegro,50,550242,46605201,85,369516.0,5260357.0,-4890842.0,309758.0,71047.0,52512.0,364717.0,78241.0,67340.0,333586.0,603173.0,245765.0,91360.0,198508.0,482832.0,956300.0,724992.0,98487.0,611964.0,341569.0,682789.0,358752.0,528961.0,260307.0,666383.0
Montenegro,75,419301,39504439,94,315049.0,4131259.0,-3816209.0,270735.0,61201.0,38713.0,306949.0,70984.0,56373.0,270025.0,521585.0,202502.0,77769.0,175285.0,393691.0,736682.0,617564.0,93274.0,565810.0,281928.0,571183.0,327182.0,476759.0,233915.0,580979.0
Montserrat,0,10062,450085,45,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,10,4884,433621,89,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,15,4780,428465,90,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,20,4712,425059,90,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,25,4654,422166,91,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,30,4583,418701,91,5433.0,17983.0,-12550.0,2801.0,842.0,1025.0,4188.0,14485.0,6883.0,5744.0,3429.0,2566.0,58843.0,3630.0,1041.0,455.0,180.0,93.0,3070.0,96.0,5138.0,2445.0,982.0,1289.0,301.0
Montserrat,50,4290,403036,94,5354.0,16543.0,-11189.0,2718.0,842.0,994.0,4188.0,14355.0,6825.0,5576.0,3382.0,2516.0,58250.0,3630.0,1023.0,425.0,180.0,93.0,3031.0,96.0,5015.0,2445.0,876.0,1084.0,246.0
Montserrat,75,3528,350073,99,5020.0,13033.0,-8013.0,2240.0,842.0,940.0,4188.0,14057.0,6632.0,5283.0,3353.0,2378.0,56241.0,3491.0,888.0,246.0,139.0,93.0,2171.0,96.0,3433.0,2029.0,769.0,773.0,152.0
Morocco,0,41348767,61512574,1,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,10,1113056,59208154,53,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,15,891662,48191578,54,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,20,822653,44778593,54,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,25,722979,39807597,55,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,30,648569,35905422,55,827215.0,2056474.0,-1229260.0,513801.0,1183791.0,617672.0,409606.0,426492.0,664078.0,773635.0,1067109.0,356312.0,304371.0,1131312.0,525571.0,276008.0,555414.0,337150.0,670955.0,768035.0,723066.0,426396.0,1284905.0,636480.0,4546559.0
Morocco,50,436049,25412739,58,678253.0,1363272.0,-685019.0,401946.0,959951.0,458065.0,291870.0,301936.0,514489.0,648665.0,870570.0,284262.0,250575.0,952562.0,426699.0,210815.0,458187.0,257700.0,511341.0,596505.0,586096.0,336794.0,1082872.0,524605.0,3995073.0
Morocco,75,210943,13219635,63,425671.0,716125.0,-290454.0,226358.0,531538.0,246881.0,146824.0,153742.0,285132.0,407338.0,540445.0,152273.0,165117.0,635549.0,253094.0,130486.0,282899.0,145634.0,289125.0,338475.0,389350.0,194048.0,656649.0,350584.0,2843221.0
Mozambique,0,78729717,2886511035,37,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,10,70942086,2870242126,40,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,15,59489289,2652444797,45,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,20,39859115,2114274491,53,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,25,37162149,2026410513,55,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,30,28917947,1722430603,60,64852734.0,88584481.0,-23731747.0,19856131.0,33413388.0,25965214.0,33583162.0,49702573.0,58463546.0,45448582.0,67243881.0,72602317.0,67759699.0,49599184.0,49822224.0,56337861.0,71635941.0,65839119.0,91447849.0,130516204.0,62659130.0,88113689.0,86253516.0,106754247.0,93742695.0
Mozambique,50,10493860,773175438,74,37391784.0,38084853.0,-693069.0,12354598.0,19141231.0,14803808.0,17136933.0,26734595.0,34055982.0,25130777.0,37764966.0,41886608.0,39222373.0,29765005.0,29161877.0,33403317.0,44698529.0,40195739.0,57019185.0,75023568.0,34230570.0,48349947.0,47264318.0,61315981.0,53959347.0
Mozambique,75,341593,30547124,89,2955751.0,11497540.0,-8541789.0,1938696.0,1877346.0,1121253.0,1117186.0,1772200.0,2314434.0,2036417.0,3312428.0,3301789.0,3275541.0,2777341.0,2536626.0,2569979.0,2537593.0,2525627.0,3784854.0,6641987.0,1955721.0,2886138.0,2406042.0,5833884.0,6503434.0
Myanmar,0,66929667,5042949911,75,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,10,45085313,5026732399,111,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,15,44222744,4981770062,113,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,20,43930177,4965591027,113,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,25,43580440,4945756606,113,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,30,42863374,4904121317,114,112855925.0,117985299.0,-5129375.0,23405743.0,34206789.0,40466356.0,53698376.0,49604242.0,66383850.0,78658635.0,64018651.0,117198145.0,93316210.0,75104244.0,124166130.0,137091732.0,177970491.0,157410824.0,197630861.0,185772024.0,150417322.0,167383182.0,169416436.0,170923244.0,148586858.0
